#,content_type,course_name,course_order,module_name,module_order,lesson_name,lesson_order,file_location
1173,course,Microsoft Azure for Developers,55,Serverless and Azure Functions,3,Azure Functions Overview,1,course/azure/03-serverless-and-azure-functions/azure-functions-overview.json
1174,course,Clean Code & Architecture in C#,55,Structural Design Patterns,3,Adapter Pattern,1,course/clean-code-csharp/03-structural-patterns/adapter-pattern.json
1175,course,Microsoft Azure for Developers,55,Serverless and Azure Functions,3,Functions Programming Models: In-Process vs Isolated,2,course/azure/03-serverless-and-azure-functions/functions-programming-models.json
1176,course,Clean Code & Architecture in C#,55,Structural Design Patterns,3,Decorator Pattern,2,course/clean-code-csharp/03-structural-patterns/decorator-pattern.json
1177,course,Microsoft Azure for Developers,55,Serverless and Azure Functions,3,Functions Triggers,3,course/azure/03-serverless-and-azure-functions/functions-triggers.json
1178,course,Clean Code & Architecture in C#,55,Structural Design Patterns,3,Facade Pattern,3,course/clean-code-csharp/03-structural-patterns/facade-pattern.json
1179,course,Microsoft Azure for Developers,55,Serverless and Azure Functions,3,Functions Input and Output Bindings,4,course/azure/03-serverless-and-azure-functions/functions-bindings.json
1180,course,Clean Code & Architecture in C#,55,Structural Design Patterns,3,Composite Pattern,4,course/clean-code-csharp/03-structural-patterns/composite-pattern.json
1181,course,Microsoft Azure for Developers,55,Serverless and Azure Functions,3,Building HTTP APIs with Azure Functions,5,course/azure/03-serverless-and-azure-functions/functions-http-apis.json
1182,course,Microsoft Azure for Developers,55,Serverless and Azure Functions,3,Storage Queues and Timer Triggers,6,course/azure/03-serverless-and-azure-functions/functions-storage-queues-and-timers.json
1183,course,Microsoft Azure for Developers,55,Serverless and Azure Functions,3,Event-Driven Development with Azure Functions,7,course/azure/03-serverless-and-azure-functions/functions-event-driven-development.json
1184,course,Microsoft Azure for Developers,55,Serverless and Azure Functions,3,Dependency Injection and Configuration in Azure Functions,8,course/azure/03-serverless-and-azure-functions/functions-dependency-injection-and-configuration.json
1185,course,Microsoft Azure for Developers,55,Serverless and Azure Functions,3,Functions Scaling and Hosting Plans,9,course/azure/03-serverless-and-azure-functions/functions-scaling-and-hosting-plans.json
1186,course,Microsoft Azure for Developers,55,Serverless and Azure Functions,3,Durable Functions: Long-Running Workflows,10,course/azure/03-serverless-and-azure-functions/functions-durable-workflows.json
1187,course,Microsoft Azure for Developers,55,Serverless and Azure Functions,3,Local Development and Debugging Azure Functions,11,course/azure/03-serverless-and-azure-functions/functions-local-development-and-debugging.json
1188,course,Microsoft Azure for Developers,55,Containers and Container Platforms,4,Containers and Container Images,1,course/azure/04-containers-and-container-platforms/containers-and-container-images.json
1189,course,Clean Code & Architecture in C#,55,Behavioral Design Patterns,4,Observer Pattern,1,course/clean-code-csharp/04-behavioral-patterns/observer-pattern.json
1190,course,Microsoft Azure for Developers,55,Containers and Container Platforms,4,Dockerfiles and Container Development,2,course/azure/04-containers-and-container-platforms/dockerfiles-and-container-development.json
1191,course,Clean Code & Architecture in C#,55,Behavioral Design Patterns,4,Strategy Pattern,2,course/clean-code-csharp/04-behavioral-patterns/strategy-pattern.json
1192,course,Microsoft Azure for Developers,55,Containers and Container Platforms,4,Azure Container Registry Overview,3,course/azure/04-containers-and-container-platforms/azure-container-registry-overview.json
1193,course,Clean Code & Architecture in C#,55,Behavioral Design Patterns,4,Command Pattern,3,course/clean-code-csharp/04-behavioral-patterns/command-pattern.json
1194,course,Microsoft Azure for Developers,55,Containers and Container Platforms,4,"ACR Images, Tags, and Repositories",4,course/azure/04-containers-and-container-platforms/acr-images-tags-and-repositories.json
1195,course,Clean Code & Architecture in C#,55,Behavioral Design Patterns,4,Chain of Responsibility,4,course/clean-code-csharp/04-behavioral-patterns/chain-of-responsibility.json
1196,course,Microsoft Azure for Developers,55,Containers and Container Platforms,4,ACR Authentication and Managed Identity,5,course/azure/04-containers-and-container-platforms/acr-authentication-and-managed-identity.json
1197,course,Microsoft Azure for Developers,55,Containers and Container Platforms,4,Azure Container Apps Overview,6,course/azure/04-containers-and-container-platforms/container-apps-overview.json
1198,course,Microsoft Azure for Developers,55,Containers and Container Platforms,4,Container Apps Revisions and Ingress,7,course/azure/04-containers-and-container-platforms/container-apps-revisions-and-ingress.json
1199,course,Microsoft Azure for Developers,55,Containers and Container Platforms,4,Container Apps Scaling and Dapr,8,course/azure/04-containers-and-container-platforms/container-apps-scaling-and-dapr.json
1200,course,Microsoft Azure for Developers,55,Containers and Container Platforms,4,Container Apps vs AKS,9,course/azure/04-containers-and-container-platforms/container-apps-vs-aks.json
1201,course,Microsoft Azure for Developers,55,Containers and Container Platforms,4,AKS Overview for Developers,10,course/azure/04-containers-and-container-platforms/aks-overview-for-developers.json
1202,course,Microsoft Azure for Developers,55,Containers and Container Platforms,4,"AKS Deployments, Services, and Ingress",11,course/azure/04-containers-and-container-platforms/aks-deployments-services-and-ingress.json
1203,course,Microsoft Azure for Developers,55,Containers and Container Platforms,4,AKS Configuration and Secrets,12,course/azure/04-containers-and-container-platforms/aks-configuration-and-secrets.json
1204,course,Microsoft Azure for Developers,55,Containers and Container Platforms,4,AKS Scaling and Day-2 Operations,13,course/azure/04-containers-and-container-platforms/aks-scaling-and-operations.json
1205,course,Microsoft Azure for Developers,55,Containers and Container Platforms,4,AKS vs Container Apps vs App Service,14,course/azure/04-containers-and-container-platforms/aks-vs-container-apps-vs-app-service.json
1206,course,Microsoft Azure for Developers,55,Storage and Data Services,5,Azure Storage Overview,1,course/azure/05-storage-and-data-services/azure-storage-overview.json
1207,course,Clean Code & Architecture in C#,55,Clean Code Practices,5,Meaningful Names,1,course/clean-code-csharp/05-clean-code-practices/meaningful-names.json
1208,course,Microsoft Azure for Developers,55,Storage and Data Services,5,Blob Storage Basics,2,course/azure/05-storage-and-data-services/blob-storage-basics.json
1209,course,Clean Code & Architecture in C#,55,Clean Code Practices,5,Functions and Methods,2,course/clean-code-csharp/05-clean-code-practices/functions-methods.json
1210,course,Microsoft Azure for Developers,55,Storage and Data Services,5,"Blob Containers, Objects, and Metadata",3,course/azure/05-storage-and-data-services/blob-containers-objects-and-metadata.json
1211,course,Clean Code & Architecture in C#,55,Clean Code Practices,5,Error Handling,3,course/clean-code-csharp/05-clean-code-practices/error-handling.json
1212,course,Microsoft Azure for Developers,55,Storage and Data Services,5,Blob Storage Access Tiers and Lifecycle,4,course/azure/05-storage-and-data-services/blob-storage-access-tiers-and-lifecycle.json
1213,course,Clean Code & Architecture in C#,55,Clean Code Practices,5,Code Organization,4,course/clean-code-csharp/05-clean-code-practices/code-organization.json
1214,course,Microsoft Azure for Developers,55,Storage and Data Services,5,Blob SAS and User Delegation SAS,5,course/azure/05-storage-and-data-services/blob-sas-and-user-delegation-sas.json
1215,course,Microsoft Azure for Developers,55,Storage and Data Services,5,Blob Storage from Applications,6,course/azure/05-storage-and-data-services/blob-storage-from-applications.json
1216,course,Microsoft Azure for Developers,55,Storage and Data Services,5,Azure Files,7,course/azure/05-storage-and-data-services/azure-files.json
1217,course,Microsoft Azure for Developers,55,Storage and Data Services,5,Storage Queues,8,course/azure/05-storage-and-data-services/storage-queues.json
1218,course,Microsoft Azure for Developers,55,Storage and Data Services,5,Table Storage,9,course/azure/05-storage-and-data-services/table-storage.json
1219,course,Microsoft Azure for Developers,55,Storage and Data Services,5,Managed Disks and Application Storage,10,course/azure/05-storage-and-data-services/managed-disks-and-application-storage.json
1220,course,Microsoft Azure for Developers,55,Storage and Data Services,5,Storage Security and Encryption,11,course/azure/05-storage-and-data-services/storage-security-and-encryption.json
1221,course,Microsoft Azure for Developers,55,Storage and Data Services,5,Storage Redundancy and Replication,12,course/azure/05-storage-and-data-services/storage-redundancy-and-replication.json
1222,course,Microsoft Azure for Developers,55,Storage and Data Services,5,Storage Private Endpoints,13,course/azure/05-storage-and-data-services/storage-private-endpoints.json
1223,course,Microsoft Azure for Developers,55,Databases and Caching,6,Azure SQL Database Overview,1,course/azure/06-databases-and-caching/azure-sql-database-overview.json
1224,course,Clean Code & Architecture in C#,55,Architecture Patterns,6,Repository Pattern,1,course/clean-code-csharp/06-architecture-patterns/repository-pattern.json
1225,course,Microsoft Azure for Developers,55,Databases and Caching,6,Azure SQL Database Connectivity,2,course/azure/06-databases-and-caching/azure-sql-database-connectivity.json
1226,course,Clean Code & Architecture in C#,55,Architecture Patterns,6,Clean Architecture,2,course/clean-code-csharp/06-architecture-patterns/clean-architecture.json
1227,course,Microsoft Azure for Developers,55,Databases and Caching,6,Azure SQL Authentication and Authorization,3,course/azure/06-databases-and-caching/azure-sql-authentication-and-authorization.json
1228,course,Clean Code & Architecture in C#,55,Architecture Patterns,6,CQRS Pattern,3,course/clean-code-csharp/06-architecture-patterns/cqrs-pattern.json
1229,course,Microsoft Azure for Developers,55,Databases and Caching,6,Managed Identity with Azure SQL,4,course/azure/06-databases-and-caching/managed-identity-with-azure-sql.json
1230,course,Clean Code & Architecture in C#,55,Architecture Patterns,6,Dependency Injection,4,course/clean-code-csharp/06-architecture-patterns/dependency-injection.json
1231,course,Microsoft Azure for Developers,55,Databases and Caching,6,Azure SQL Query Performance and Scaling,5,course/azure/06-databases-and-caching/azure-sql-query-performance-and-scaling.json
1232,course,Microsoft Azure for Developers,55,Databases and Caching,6,"Azure SQL Backup, High Availability, and Resilience",6,course/azure/06-databases-and-caching/azure-sql-backup-high-availability-and-resilience.json
1233,course,Microsoft Azure for Developers,55,Databases and Caching,6,Cosmos DB Overview,7,course/azure/06-databases-and-caching/cosmos-db-overview.json
1234,course,Microsoft Azure for Developers,55,Databases and Caching,6,Cosmos DB Data Modeling,8,course/azure/06-databases-and-caching/cosmos-db-data-modeling.json
1235,course,Microsoft Azure for Developers,55,Databases and Caching,6,Cosmos DB Partition Keys,9,course/azure/06-databases-and-caching/cosmos-db-partition-keys.json
1236,course,Microsoft Azure for Developers,55,Databases and Caching,6,Cosmos DB Request Units and Performance,10,course/azure/06-databases-and-caching/cosmos-db-request-units-and-performance.json
1237,course,Microsoft Azure for Developers,55,Databases and Caching,6,Cosmos DB Consistency and Distribution,11,course/azure/06-databases-and-caching/cosmos-db-consistency-and-distribution.json
1238,course,Microsoft Azure for Developers,55,Databases and Caching,6,Cosmos DB SDK and Developer Patterns,12,course/azure/06-databases-and-caching/cosmos-db-sdk-and-developer-patterns.json
1239,course,Microsoft Azure for Developers,55,Databases and Caching,6,Azure SQL vs Cosmos DB,13,course/azure/06-databases-and-caching/azure-sql-vs-cosmos-db.json
1240,course,Microsoft Azure for Developers,55,Databases and Caching,6,Azure Cache for Redis Overview,14,course/azure/06-databases-and-caching/azure-cache-for-redis-overview.json
1241,course,Microsoft Azure for Developers,55,Databases and Caching,6,Redis Caching Patterns,15,course/azure/06-databases-and-caching/redis-caching-patterns.json
1242,course,Microsoft Azure for Developers,55,Databases and Caching,6,Database Migration and Data Movement,16,course/azure/06-databases-and-caching/database-migration-and-data-movement.json
1243,course,Microsoft Azure for Developers,55,"Identity, Security, and Configuration",7,Microsoft Entra ID Overview,1,course/azure/07-identity-security-and-configuration/microsoft-entra-id-overview.json
1244,course,Clean Code & Architecture in C#,55,Senior Engineering Judgment & Architecture Decisions,7,Clarifying ambiguous requirements,1,course/clean-code-csharp/senior-engineering-judgment-architecture-decisions/clarifying-ambiguous-requirements.json
1245,course,Microsoft Azure for Developers,55,"Identity, Security, and Configuration",7,Application Authentication and OAuth,2,course/azure/07-identity-security-and-configuration/application-authentication-and-oauth.json
1246,course,Clean Code & Architecture in C#,55,Senior Engineering Judgment & Architecture Decisions,7,Functional vs non-functional requirements,2,course/clean-code-csharp/senior-engineering-judgment-architecture-decisions/functional-vs-non-functional-requirements.json
1247,course,Microsoft Azure for Developers,55,"Identity, Security, and Configuration",7,App Registrations and Service Principals,3,course/azure/07-identity-security-and-configuration/app-registrations-and-service-principals.json
1248,course,Clean Code & Architecture in C#,55,Senior Engineering Judgment & Architecture Decisions,7,Making technical trade-offs explicit,3,course/clean-code-csharp/senior-engineering-judgment-architecture-decisions/making-technical-trade-offs-explicit.json
1249,course,Microsoft Azure for Developers,55,"Identity, Security, and Configuration",7,RBAC Overview,4,course/azure/07-identity-security-and-configuration/rbac-overview.json
1250,course,Clean Code & Architecture in C#,55,Senior Engineering Judgment & Architecture Decisions,7,Build vs buy decisions,4,course/clean-code-csharp/senior-engineering-judgment-architecture-decisions/build-vs-buy-decisions.json
1251,course,Microsoft Azure for Developers,55,"Identity, Security, and Configuration",7,Azure RBAC Scopes and Roles,5,course/azure/07-identity-security-and-configuration/azure-rbac-scopes-and-roles.json
1252,course,Clean Code & Architecture in C#,55,Senior Engineering Judgment & Architecture Decisions,7,When not to use microservices,5,course/clean-code-csharp/senior-engineering-judgment-architecture-decisions/when-not-to-use-microservices.json
1253,course,Microsoft Azure for Developers,55,"Identity, Security, and Configuration",7,Managed Identities,6,course/azure/07-identity-security-and-configuration/managed-identities.json
1254,course,Clean Code & Architecture in C#,55,Senior Engineering Judgment & Architecture Decisions,7,When not to use caching,6,course/clean-code-csharp/senior-engineering-judgment-architecture-decisions/when-not-to-use-caching.json
1255,course,Microsoft Azure for Developers,55,"Identity, Security, and Configuration",7,Managed Identity vs Service Principals,7,course/azure/07-identity-security-and-configuration/managed-identity-vs-service-principals.json
1256,course,Clean Code & Architecture in C#,55,Senior Engineering Judgment & Architecture Decisions,7,When not to use Kubernetes,7,course/clean-code-csharp/senior-engineering-judgment-architecture-decisions/when-not-to-use-kubernetes.json
1257,course,Microsoft Azure for Developers,55,"Identity, Security, and Configuration",7,Managed Identity with Key Vault,8,course/azure/07-identity-security-and-configuration/managed-identity-with-key-vault.json
1258,course,Clean Code & Architecture in C#,55,Senior Engineering Judgment & Architecture Decisions,7,Managing technical debt,8,course/clean-code-csharp/senior-engineering-judgment-architecture-decisions/managing-technical-debt.json
1259,course,Microsoft Azure for Developers,55,"Identity, Security, and Configuration",7,Managed Identity with Storage,9,course/azure/07-identity-security-and-configuration/managed-identity-with-storage.json
1260,course,Clean Code & Architecture in C#,55,Senior Engineering Judgment & Architecture Decisions,7,Legacy modernization strategies,9,course/clean-code-csharp/senior-engineering-judgment-architecture-decisions/legacy-modernization-strategies.json
1261,course,Microsoft Azure for Developers,55,"Identity, Security, and Configuration",7,Managed Identity with Azure SQL,10,course/azure/07-identity-security-and-configuration/managed-identity-with-azure-sql.json
1262,course,Clean Code & Architecture in C#,55,Senior Engineering Judgment & Architecture Decisions,7,Incremental migration vs rewrite,10,course/clean-code-csharp/senior-engineering-judgment-architecture-decisions/incremental-migration-vs-rewrite.json
1263,course,Microsoft Azure for Developers,55,"Identity, Security, and Configuration",7,Azure Key Vault Overview,11,course/azure/07-identity-security-and-configuration/azure-key-vault-overview.json
1264,course,Clean Code & Architecture in C#,55,Senior Engineering Judgment & Architecture Decisions,7,Architecture Decision Records,11,course/clean-code-csharp/senior-engineering-judgment-architecture-decisions/architecture-decision-records.json
1265,course,Microsoft Azure for Developers,55,"Identity, Security, and Configuration",7,"Key Vault Secrets, Keys, and Certificates",12,course/azure/07-identity-security-and-configuration/key-vault-secrets-keys-and-certificates.json
1266,course,Clean Code & Architecture in C#,55,Senior Engineering Judgment & Architecture Decisions,7,REST vs GraphQL decision framework,12,course/clean-code-csharp/senior-engineering-judgment-architecture-decisions/rest-vs-graphql-decision-framework.json
1267,course,Microsoft Azure for Developers,55,"Identity, Security, and Configuration",7,Azure App Configuration Overview,13,course/azure/07-identity-security-and-configuration/azure-app-configuration-overview.json
1268,course,Clean Code & Architecture in C#,55,Senior Engineering Judgment & Architecture Decisions,7,REST vs gRPC decision framework,13,course/clean-code-csharp/senior-engineering-judgment-architecture-decisions/rest-vs-grpc-decision-framework.json
1269,course,Microsoft Azure for Developers,55,"Identity, Security, and Configuration",7,App Configuration Feature Flags and Labels,14,course/azure/07-identity-security-and-configuration/app-configuration-feature-flags-and-labels.json
1270,course,Clean Code & Architecture in C#,55,Senior Engineering Judgment & Architecture Decisions,7,SQL vs NoSQL decision framework,14,course/clean-code-csharp/senior-engineering-judgment-architecture-decisions/sql-vs-nosql-decision-framework.json
1271,course,Microsoft Azure for Developers,55,"Identity, Security, and Configuration",7,Key Vault vs App Configuration,15,course/azure/07-identity-security-and-configuration/key-vault-vs-app-configuration.json
1272,course,Clean Code & Architecture in C#,55,Senior Engineering Judgment & Architecture Decisions,7,EF Core vs Dapper vs raw SQL,15,course/clean-code-csharp/senior-engineering-judgment-architecture-decisions/ef-core-vs-dapper-vs-raw-sql.json
1273,course,Microsoft Azure for Developers,55,"Identity, Security, and Configuration",7,Application Secrets and Configuration Patterns,16,course/azure/07-identity-security-and-configuration/application-secrets-and-configuration-patterns.json
1274,course,Clean Code & Architecture in C#,55,Senior Engineering Judgment & Architecture Decisions,7,Synchronous vs asynchronous workflows,16,course/clean-code-csharp/senior-engineering-judgment-architecture-decisions/synchronous-vs-asynchronous-workflows.json
1275,course,Clean Code & Architecture in C#,55,Senior Engineering Judgment & Architecture Decisions,7,Monolith vs modular monolith vs microservices,17,course/clean-code-csharp/senior-engineering-judgment-architecture-decisions/monolith-vs-modular-monolith-vs-microservices.json
1276,course,Clean Code & Architecture in C#,55,Senior Engineering Judgment & Architecture Decisions,7,Cost as an architecture constraint,18,course/clean-code-csharp/senior-engineering-judgment-architecture-decisions/cost-as-an-architecture-constraint.json
1277,course,Microsoft Azure for Developers,55,Networking and API Platforms,8,Virtual Networks and Subnets,1,course/azure/08-networking-and-api-platforms/virtual-networks-and-subnets.json
1278,course,Microsoft Azure for Developers,55,Networking and API Platforms,8,Private IP and Public IP Addressing,2,course/azure/08-networking-and-api-platforms/private-ip-and-public-ip-addressing.json
1279,course,Microsoft Azure for Developers,55,Networking and API Platforms,8,Network Security Groups,3,course/azure/08-networking-and-api-platforms/network-security-groups.json
1280,course,Microsoft Azure for Developers,55,Networking and API Platforms,8,Private Endpoints and Private Link,4,course/azure/08-networking-and-api-platforms/private-endpoints-and-private-link.json
1281,course,Microsoft Azure for Developers,55,Networking and API Platforms,8,Private DNS and Private Endpoint Connectivity,5,course/azure/08-networking-and-api-platforms/private-dns-and-private-endpoint-connectivity.json
1282,course,Microsoft Azure for Developers,55,Networking and API Platforms,8,Public Endpoints vs Private Endpoints,6,course/azure/08-networking-and-api-platforms/public-endpoints-vs-private-endpoints.json
1283,course,Microsoft Azure for Developers,55,Networking and API Platforms,8,Load Balancer Overview,7,course/azure/08-networking-and-api-platforms/load-balancer-overview.json
1284,course,Microsoft Azure for Developers,55,Networking and API Platforms,8,Application Gateway Overview,8,course/azure/08-networking-and-api-platforms/application-gateway-overview.json
1285,course,Microsoft Azure for Developers,55,Networking and API Platforms,8,Application Gateway WAF and Routing,9,course/azure/08-networking-and-api-platforms/application-gateway-waf-and-routing.json
1286,course,Microsoft Azure for Developers,55,Networking and API Platforms,8,Azure Front Door Overview,10,course/azure/08-networking-and-api-platforms/azure-front-door-overview.json
1287,course,Microsoft Azure for Developers,55,Networking and API Platforms,8,Front Door vs Application Gateway vs Load Balancer,11,course/azure/08-networking-and-api-platforms/front-door-vs-application-gateway-vs-load-balancer.json
1288,course,Microsoft Azure for Developers,55,Networking and API Platforms,8,API Management Overview,12,course/azure/08-networking-and-api-platforms/api-management-overview.json
1289,course,Microsoft Azure for Developers,55,Networking and API Platforms,8,"API Management APIs, Products, and Subscriptions",13,course/azure/08-networking-and-api-platforms/api-management-apis-products-and-subscriptions.json
1290,course,Microsoft Azure for Developers,55,Networking and API Platforms,8,API Management Policies,14,course/azure/08-networking-and-api-platforms/api-management-policies.json
1291,course,Microsoft Azure for Developers,55,Networking and API Platforms,8,API Management Authentication and Security,15,course/azure/08-networking-and-api-platforms/api-management-authentication-and-security.json
1292,course,Microsoft Azure for Developers,55,Networking and API Platforms,8,API Management Versioning and Revisions,16,course/azure/08-networking-and-api-platforms/api-management-versioning-and-revisions.json
1293,course,Microsoft Azure for Developers,55,Networking and API Platforms,8,VPN and Hybrid Connectivity for Developers,17,course/azure/08-networking-and-api-platforms/vpn-and-hybrid-connectivity-for-developers.json
1294,course,Microsoft Azure for Developers,55,Messaging and Event-Driven Architecture,9,Introduction to Messaging and Event-Driven Architecture,1,course/azure/09-messaging-and-event-driven-architecture/messaging-and-event-driven-architecture.json
1295,course,Microsoft Azure for Developers,55,Messaging and Event-Driven Architecture,9,Azure Service Bus Overview,2,course/azure/09-messaging-and-event-driven-architecture/azure-service-bus-overview.json
1296,course,Microsoft Azure for Developers,55,Messaging and Event-Driven Architecture,9,Working with Service Bus Queues,3,course/azure/09-messaging-and-event-driven-architecture/service-bus-queues.json
1297,course,Microsoft Azure for Developers,55,Messaging and Event-Driven Architecture,9,Service Bus Topics and Subscriptions,4,course/azure/09-messaging-and-event-driven-architecture/service-bus-topics-and-subscriptions.json
1298,course,Microsoft Azure for Developers,55,Messaging and Event-Driven Architecture,9,Dead-Lettering and Retries in Service Bus,5,course/azure/09-messaging-and-event-driven-architecture/service-bus-dead-lettering-and-retries.json
1299,course,Microsoft Azure for Developers,55,Messaging and Event-Driven Architecture,9,Service Bus Sessions and Ordered Message Processing,6,course/azure/09-messaging-and-event-driven-architecture/service-bus-sessions-and-message-processing.json
1300,course,Microsoft Azure for Developers,55,Messaging and Event-Driven Architecture,9,Using Service Bus with Azure Functions,7,course/azure/09-messaging-and-event-driven-architecture/service-bus-from-azure-functions.json
1301,course,Microsoft Azure for Developers,55,Messaging and Event-Driven Architecture,9,Azure Event Grid Overview,8,course/azure/09-messaging-and-event-driven-architecture/azure-event-grid-overview.json
1302,course,Microsoft Azure for Developers,55,Messaging and Event-Driven Architecture,9,"Event Grid Topics, Events, and Subscriptions",9,course/azure/09-messaging-and-event-driven-architecture/event-grid-topics-events-and-event-subscriptions.json
1303,course,Microsoft Azure for Developers,55,Messaging and Event-Driven Architecture,9,Handling Event Grid Events with Azure Functions,10,course/azure/09-messaging-and-event-driven-architecture/event-grid-with-azure-functions.json
1304,course,Microsoft Azure for Developers,55,Messaging and Event-Driven Architecture,9,Azure Event Hubs Overview,11,course/azure/09-messaging-and-event-driven-architecture/azure-event-hubs-overview.json
1305,course,Microsoft Azure for Developers,55,Messaging and Event-Driven Architecture,9,Event Hubs Partitions and Consumer Groups,12,course/azure/09-messaging-and-event-driven-architecture/event-hubs-partitions-and-consumer-groups.json
1306,course,Microsoft Azure for Developers,55,Messaging and Event-Driven Architecture,9,Event Hubs Stream Processing,13,course/azure/09-messaging-and-event-driven-architecture/event-hubs-stream-processing.json
1307,course,Microsoft Azure for Developers,55,Messaging and Event-Driven Architecture,9,Service Bus vs. Event Grid vs. Event Hubs,14,course/azure/09-messaging-and-event-driven-architecture/service-bus-vs-event-grid-vs-event-hubs.json
1308,course,Microsoft Azure for Developers,55,Messaging and Event-Driven Architecture,9,"Messaging Reliability, Idempotency, and Retries",15,course/azure/09-messaging-and-event-driven-architecture/messaging-reliability-idempotency-and-retries.json
1309,course,Microsoft Azure for Developers,55,Messaging and Event-Driven Architecture,9,Event-Driven Application Patterns,16,course/azure/09-messaging-and-event-driven-architecture/event-driven-application-patterns.json
1310,course,Microsoft Azure for Developers,55,Observability and Application Monitoring,10,"Introduction to Observability: Logs, Metrics, and Traces",1,course/azure/10-observability-and-application-monitoring/observability-logging-metrics-and-tracing.json
1311,course,Microsoft Azure for Developers,55,Observability and Application Monitoring,10,Azure Monitor Overview,2,course/azure/10-observability-and-application-monitoring/azure-monitor-overview.json
1312,course,Microsoft Azure for Developers,55,Observability and Application Monitoring,10,Application Insights Overview,3,course/azure/10-observability-and-application-monitoring/application-insights-overview.json
1313,course,Microsoft Azure for Developers,55,Observability and Application Monitoring,10,Instrumenting Applications with Application Insights,4,course/azure/10-observability-and-application-monitoring/application-insights-instrumentation.json
1314,course,Microsoft Azure for Developers,55,Observability and Application Monitoring,10,"Application Insights Requests, Dependencies, and Failures",5,course/azure/10-observability-and-application-monitoring/application-insights-requests-dependencies-and-failures.json
1315,course,Microsoft Azure for Developers,55,Observability and Application Monitoring,10,Distributed Tracing and OpenTelemetry,6,course/azure/10-observability-and-application-monitoring/distributed-tracing-and-open-telemetry.json
1316,course,Microsoft Azure for Developers,55,Observability and Application Monitoring,10,Log Analytics Workspaces,7,course/azure/10-observability-and-application-monitoring/log-analytics-workspaces.json
1317,course,Microsoft Azure for Developers,55,Observability and Application Monitoring,10,Kusto Query Language (KQL) for Developers,8,course/azure/10-observability-and-application-monitoring/kusto-query-language-for-developers.json
1318,course,Microsoft Azure for Developers,55,Observability and Application Monitoring,10,Azure Monitor Logs and Advanced KQL,9,course/azure/10-observability-and-application-monitoring/azure-monitor-logs-and-kql.json
1319,course,Microsoft Azure for Developers,55,Observability and Application Monitoring,10,Metrics Alerts and Action Groups,10,course/azure/10-observability-and-application-monitoring/metrics-alerts-and-action-groups.json
1320,course,Microsoft Azure for Developers,55,Observability and Application Monitoring,10,Application Insights vs. Azure Monitor vs. Log Analytics,11,course/azure/10-observability-and-application-monitoring/application-insights-vs-azure-monitor-vs-log-analytics.json
1321,course,Microsoft Azure for Developers,55,Observability and Application Monitoring,10,Monitoring Azure Functions and App Service,12,course/azure/10-observability-and-application-monitoring/monitoring-functions-and-app-service.json
1322,course,Microsoft Azure for Developers,55,Observability and Application Monitoring,10,Monitoring Containers and Azure Kubernetes Service,13,course/azure/10-observability-and-application-monitoring/monitoring-containers-and-aks.json
1323,course,Microsoft Azure for Developers,55,Observability and Application Monitoring,10,Application Health Diagnostics,14,course/azure/10-observability-and-application-monitoring/application-health-diagnostics.json
1324,course,Microsoft Azure for Developers,55,Application Deployment and DevOps,11,Application Deployment Strategies,1,course/azure/11-application-deployment-and-devops/application-deployment-strategies.json
1325,course,Microsoft Azure for Developers,55,Application Deployment and DevOps,11,Deployment Slots and Slot Swapping,2,course/azure/11-application-deployment-and-devops/deployment-slots-and-slot-swapping.json
1326,course,Microsoft Azure for Developers,55,Application Deployment and DevOps,11,"Blue/Green, Canary, and Rolling Deployments",3,course/azure/11-application-deployment-and-devops/blue-green-canary-and-rolling-deployments.json
1327,course,Microsoft Azure for Developers,55,Application Deployment and DevOps,11,Azure DevOps Overview,4,course/azure/11-application-deployment-and-devops/azure-devops-overview.json
1328,course,Microsoft Azure for Developers,55,Application Deployment and DevOps,11,Azure Repos and Azure Pipelines,5,course/azure/11-application-deployment-and-devops/azure-repos-and-azure-pipelines.json
1329,course,Microsoft Azure for Developers,55,Application Deployment and DevOps,11,Azure Pipelines CI/CD,6,course/azure/11-application-deployment-and-devops/azure-pipelines-ci-cd.json
1330,course,Microsoft Azure for Developers,55,Application Deployment and DevOps,11,GitHub Actions for Azure,7,course/azure/11-application-deployment-and-devops/github-actions-for-azure.json
1331,course,Microsoft Azure for Developers,55,Application Deployment and DevOps,11,GitHub Actions - Azure Authentication,8,course/azure/11-application-deployment-and-devops/github-actions-azure-authentication.json
1332,course,Microsoft Azure for Developers,55,Application Deployment and DevOps,11,CI/CD for App Service,9,course/azure/11-application-deployment-and-devops/ci-cd-for-app-service.json
1333,course,Microsoft Azure for Developers,55,Application Deployment and DevOps,11,CI/CD for Azure Functions,10,course/azure/11-application-deployment-and-devops/ci-cd-for-functions.json
1334,course,Microsoft Azure for Developers,55,Application Deployment and DevOps,11,CI/CD for Containers and ACR,11,course/azure/11-application-deployment-and-devops/ci-cd-for-containers-and-acr.json
1335,course,Microsoft Azure for Developers,55,Application Deployment and DevOps,11,Deployment Secrets and Environment Configuration,12,course/azure/11-application-deployment-and-devops/deployment-secrets-and-environment-configuration.json
1336,course,Microsoft Azure for Developers,55,Application Deployment and DevOps,11,Release Validation and Rollback,13,course/azure/11-application-deployment-and-devops/release-validation-and-rollback.json
